Puan,Yorum
0,OKUREN YORULDUĞUMU HİSSETTİM BAZI ANLATIMLAR ÇOK UZUN VE ÇOK SIKICI İNAT EDİP BİTİRDİM AMA BEKLENTİLERİMİN ÇOK ÇOK ALTINDAYDI
0,Hüsnü Arkan ın şarkılarındaki tadı kitapta maalesef bulamadım
0,Mesleki açıdan katkı sunan anekdotların olduğu hikayeler bulma ümidiyle almıştım ancak vasat hikayeler buldum Okunmasa olurlar arasında
0,bir kitap bir insanı kadar boğar aynen kitap bana öyle geldi güya Osmanlı nın sosyal hayatı sıkıcıydı yahu
0,kötü bir kitap yazar sonunu tamamıyla Barbara nın kemiklerinin üzerine kazınmış mesajlara bağlasaydı iyi olabilirdi
1,Türkçe dil bilgisi alanında hazırlanmış güzel çalışmalardan bir tanesi İlgililerin kitaplığında olması dileğiyle
0,Kitap hakkında biraz bilgi edinebilirsem mutlu olabilirdim İç sayfaları kapak yazısı kısımları boş Sadece kitabın adı dikkat uyandırıcı biraz bilgiye ihtiyacımız var
1,Okuduktan sonra keşke üstat bunu 70 cilt yapsaydı dedirten ufuk açan eser
1,Akademik camiada işinize yarayacak bir kitap kesinlikle alınız
0,Başlarda biraz hayal kırıklığı yaşasam son kısım güzeldi
1,Tv gördüğünüz hocalardan sıkıldıysanız size bir katmadığını düşünüyorsanız Caner Taslaman tanışma vaktiniz gelmiştir
0,basit yalın dili var anlamsız ilkokul kitapı gereksiz tavsiye edilemez
1,SERDAR ORTAÇ IN KİTABININ OLDUĞUNU BİLE BİLMİYORDUM HAYATIYLA İLGİLİ BİRÇOK ANI VE BU ANILAR İÇİN YAZILMIŞ BİRÇOK ŞİİRİ MEVCUT ÇOK BEĞENDİM
0,Doktor Who dan çalıntı Resmen komedi Bu kadarina pes
0,Kitapta anlatılanların bilimsel bir dayanağı yok Yazar insan genomunu 9 tipe ayırmış kime göre neye göre Bunun yerine bilimsel şema terapi kitabı olan Hayatı Yeniden Keşfedin adlı kitabı okuyabilirsiniz
0,değişik bir kitap pek sevemedim
0,sanırım çeviriden dolayı kitap akıcı değil umduğunuzu bulamayabilirsiniz
0,Bedenini doldurma doyur mantığı Boş vaktim var hadi okuyayım denebilecek bir kitap
0,ilginç hikayesiyle beraber okunması zor bir anlatımı var
1,Büyük şairin sonsuzluğa ulaşmış dizelerine şahit olun
0,karma karışık bir kitap olmuş
0,2 kitap biraz durgun bir anlatıma sahip konu güzel işlenememiş İlk kitaptan sonra biraz hayal kırıklığı oldu
1,Yaralı bir kitap olacağını temenni ediyorum
1,Guzel bir çocuk psikoloji kitabı ögretici
0,Bence tek tek almanin iyi oldugunu düşünüyorum Cunku 4 Kitaba geldigimde artik yorulmustum okumaktan araya zaman girince su an hic hatirlamadigim kiyida kosede tekrar okunmayi bekleyen bir kitap Cogu fantastik kitaba gore akici olduğunu düşünüyorum
0,Eseri aldığımda önemli bir açığı dolduracağını düşünmüştüm beklentimi karşılamadı akademik üsluptan düzenden yoksun bir eser
0,Yazarin bircok kitabini severek okuyoruz kitabi pek begenmedik tekrar tekrar okunacaklardan degil
1,haydar ergülenin güzel bir şiir kitabı
1,Okunması kolay bir klasik kitap Bir çırpıda bitirirsiniz
1,müthiş bir tarihi eser roman tadında muhteşem bir kaynak
0,Yazar fiziğin temel prensiplerine değinerek tarihsel sürecini geçirdiği aşamaları bilim insanlarının birbirlerinden etkilenmeleri anlatmış Konuya bilgisi olanların okurken zorlanacakları bir kitap olmuş
1,Nurettin yıldızı tanıyanlar zaten kitaplarının derece kıymetli olduğunu bilirler Din hususunda fikri manevi olarak bilinçlenmek isteyen Müslüman kardeşlerime öncelikle hocanın sohbetlerini dinlemelerini tavsiye ederim
1,Çok keyifli bir sayı olmuş Tavsiye ederim
0,ebedi olarak sevemedim konu olaraksa sevemedim tek iyi yanı halk edebiyatımızı anlamak ideal bence hikayenin azeri bölmü türk bölmünden derli toplu iyi
1,cocuklara ahlaki gelisimde katkida bulunmak isteyen herkes okumali
1,serinin tamamı ilgi çekici dolu dolu
0,iyi ancak tekrar var içeriğe göre sayfa sayısı fazla bütün kitapları tek cilde sığabilir
1,Fuzuli dünyanın bir numaralı divan şairi kabul edilir Bu eserinde Fuzuli nin şiirini yüzeysel olsa anlayabiliriz
0,Kağıttan bebekler yapan bır kızın öyküsü Korkuları olan bir çocuğa okunabılır fakat henüz korkuyla tanışmamış bir çocukta korku yaratmaya elverişli bir kitap nedenle hikayenın kısımlarını değiştirerek okuyorum kızıma
1,Cemil Meriç kocaman bir derya kitapta deryadan bi damla
1,Çeviri anlamında başarılı Hayyam ı anlayarak okuyabilmek dileğiyle
0,bir dönemin harika fotoğrafı
0,duragan surukleyicilikten uzak ayrica hic bir mesaji olmayan bir kitap
0,Bu kitabı bir kaç satın aldım Çocuklara söz geçirme konusu fazla objektif olarak ele alınmış Hiçbir zaman iş yapmayacağı bilinenlerde ısrarla tavsiye sürdürmüş anlamadım Başarısız bir kitap
0,Aldım okudum diyabet hastası olarak bildiğimiz şeyleri kalınca üstünden geçerek tekrarlamaktan öteye gitmemiş Benim ekmekten vazgeçemem diyorsanız muhtemelen sadece okumuş olarak kalacağınız bir kitap Verdiği listeler kısmen uygulanabilir kapsül önerileri cebinizin dolu olmasını gerektirir
1,Fakir Baykurt tanışma kitabım oldu Kesinlikle böyle sıcak hayattan bir kitabı okumak geç kalmışım Bir dahaki siparişimde Yılanların Öcü devam etmek istiyorum
0,okurken nekadarsıkıldım anlatamam zor bitti bir önceki kitabın saçmalıgıyla devam etmiş yazar vampir kurt adamlara cevirmiş kitabı sabır deyip okudum bırakdım seriyi
0,istatistik sevenlere tavsiye edilir cok bir sey kaybetmezseniz okumazsaniz
0,Çok uzun süre önce aldım okuyup göreceğiz
0,ince güzel bir konuyu ele almış
1,gerçekten bir kaynak kitap yükseklisans eğitimimde hocamızın önerisiyle okumuştum
0,Heyecan yok merak uyandırmak yok Bu kitap olmamış
0,Bu kadar beğenilen bir kitabı merakla okuyup hayal kırıklığıyla bitsin artık dediğim bir kitap
1,Mutlaka okunulması ders çıkarılması gereken bir kitap serinin 2 Kitabıda mutlaka okunulmalı
0,Genç bir yazar Yaşı gereği henüz böyle yazması normal İlerde kalemini geliştirir umarız Şimdilik sıradan bir öykü kitabıydı
1,Batı özentiliğinin denli olumsuz sonuçlara yol açtığını yöntemin bize sadece olumsuz katkıları olduğunu kısa yazılarında anlatmış Cinuçen Tanrıkorur Tek konu değil tabii Değerlerimize sahip çıkmamız gerektiğini bunun önemini vs önemli kısa yazılar şeklinde paylaşmış herkes okumalı
1,Oldukca guzel değişik bir kitaptı Baglandıgı noktalara hayran kaldm
1,Aşıklar bayramı ucunda ölüm vardan sonra yazarın eski kitaplarını almaya karar verdim pişman olmadım
1,Ahmet Yaşar Ocak ın eseri eseri okunmalı
1,güzel bir kitap yılları tekrardan yasattti
1,2 yaş üstüne uygun sesleri oskarla beraber taklit etmek eğlenceli oluyor
1,Dişlerimizi korumamız gerektiği diş doktorundan korkulmayacağını resimlerle anlatan güzel bir kitap
0,hiçbir sayfada kitaba tam olarak hakim olamadım Aldığımda Jack London Yıldız Gezgini olacağını düşünmüştüm fakat alakası yok Bittiğinde okuduğumu anlamadım bile yanlış bir zaman okudum bilmiyorum
0,Yazarın öbür kitabı kadın doğup kadın olmakken erkeği bir üst evre adam olmaya şartlayı başlık atıp kitap açıklamasında adam olmayan varan bir ifade kullanmasından ötürü
1,okurken tüyleriniz diken diken oluyor
0,gazetelerde yazandan farklı bir yok
1,kürk mantolu madonnadan bile güzeldi
1,Elimizin altında bulunması gerekli kitaplardan Kesinlikle okuyup fayda sağlayacağınız bir kitap
0,böyle anı karakterli kitapları bir profesyonellere yazdırmak onlardan destek almak lazım amatör bir yapıt ortaya çıkmış insan kitaptan yeşilçam hakkında öğrenebileceğini düşünüyor öyle olmamış
1,Sanki beni anlatmış
1,Arkeoloji Sanat Tarihi Mimarlık öğrencilerine meraklılarına tavsiyedir
1,TÜBİTAK tan özet niteliğinde kaliteli bir eser
0,dün kızıma okudum bir yerde takılıyor ilgi çekmiyor
1,eşime hediye aldım ba yıl dı diğer kitabı istiyor
1,dili cok guzel herkes icin ilmihal bilgisini yönlendirici
1,Çantanızda devamlı bulundurulması gereken küçük içi dopdolu bir kitap
0,Kitap yarım bile değil çeyrek resmen konu sürükleyici tamamını okuyamadığım üzüldüm
1,Jung Bütün psikoloji babaları içinde özel olanıdır
0,güzel yorumlara bakarak aldığım bir kitap iyi çıkacağını düşünüyorum
1,Sağlık sorunu olarak Horlama değerli bilgilerle yönlendiren tavsiyeler içeren kitap Mutlaka alın Tavsiye ederim
0,Nefes eğzersizleri var faydalı olduğunu düşünmüyorum Herhangi bir bilgi katmıyor
1,Fazla felsefik okunulası daim
1,Okunması gereken bir kitap Adler in muazzzam bilgi birikiminin oldukçs sade anlaşışlır bir şekilde anlattığı kitapta hayata farklı bir bakış açısından bakmayı deneyebilirsiniz
0,Kendimi bir anda Brezilya nın balta girmemiş ormanlarında buldum Macera Serüven tarzı bir kitap Konu ilgi çekici 2 Dünya savasından kalma kayıp bir uçak edebi olarak başarılı sayılmaz Daha zengin bir anlatım güçlü karakter analizleri olabilirdi
1,Hikayesi zaten harika olan kitaba bir resimler eklemişler müthiş olmuş Çok beğendim
0,Eski tip sorulara yer vermişler ince bi kitap ona göre alın
0,Hiç bir işe yaramaz Konulari pekistirmek acisindan cok yetersiz Butun dilbilgisinden toplam 50 sorucuk var Ses bilgisi yazim kurallari toplam 20 sorucuk
0,ÇÖZÜMLÜ ÖRNEK SAYISI AZ BEN BEĞENMEDİM
0,Önceki kitaplardan aynı bölümler aynen koyulmasa güzel olabilirdi Beğenmedim
0,Alırken diğer kişel kitaplarından farklı olacağını düşünerek almıştım Fakat içerisindeki birçok hikayeyi önce okumuştum Beklentimi karşılamasa kötü değildi
1,Gece yatmadan once 2 3sayfa okudum keyif aldım
0,Çok sıkıcı bir tiyatro eseri
1,Şu zamana kadar okuduğum iyi kitaptır Şiddetle tavsiye ederim
1,Şah İsmailı merak ederek aldım tarihin büyük bir şahsiyeti olan şah İsmaili herkes okumalı
0,Bilmediğimiz şeyler değildi sonuçta beynime format at kitabını okumak yeterli bence
1,şahane bir serinin şahane kitaplarından evine dönmek isteyen kedi merak eden susamuru favorilerimizden
0,Kitapta fazla somut örnek yok Fazla genel soyut bir anlatımı var Açıkçası ben beğenmedim
1,Kırsal kesimin Yörüklerin hikayesi hikaye içinde hikaye Sürükleyici bir anlatımla merak duygusu on planda
0,ortadoğu tarihiyle ilgilenenlerin muhakkak okuması gerek
1,Kendini okutan bi kitap Tavsiye ederim
0,Beklentilerimin yakınından yöresinden geçmedi Yarım bıraktım seriden bağımsız
1,Aileler öğretmenler şeklinde sınırlamadan herkesin okuması gerektiğini düşündüğün bir kitap Toplumsal çözülmelerin önemli ayaklarından olan çocuk çocuk yetiştirme konusu şekilde anlatılmamıştı
0,yazarın diğer kitabı seo2016 90 aynı içeriğe sahip 2 farklı kitapmış sunulması bana etik gelmedi Birinin alanın diğerini almasına kesinlikle gerek yok
0,Bana hitap etmedi sevemedim
0,Tarih bilmeden okunduğunda olayların gerçeğinden kopartacak tek bir bakışa sokacak bir eser
1,Hellenistik Çağ Şiiri üzerine mükemmel bir kaynak yayın Şiddetle tavsiye ederim
1,Çocuğum bayıldı kitaba elinden düşürmüyor
1,Bir solukta okunacak kitaplardan Bir ikimiz varız güzel ağlayan öbürleri güzel gülüyor diyor yazar
0,Daha özgün olabilir bence
0,Kitabı beğendim kurgusal boşluklar var Bu kadar harika bir eserde kurgusal boşluklar olması yakışmadı üstada
0,Yavuz Sultan Selim serisinin güzel bir örneği Tavsiye edilebilir bir kitap
0,maalesef başlığa kanıp aldım felsefe bilmeyenlere göre asla değil
0,Sürekli tekrarlar dolayısıyla kitap sıktı Son sayfalarda açıldı yine zorlayarak bitirdim
0,Sapiens in devam kitabı Ancak biraz şöhretin etkisiyle yazılmış bir kitap Okumak şart değil şöyle bir bakabilirsiniz
1,lisans kpss adayları önerilebilecek bir seri
0,Benim kitaptan beklentim İstanbul mahallelerindeki sokakları caddeleri bunların isimlerinin kökeni hakkında yeterli bilgi alabileceğimdi Ancak kitapta Ermeni okulları kiliseleri meyhaneleri üzerinde durulmuş Yine bizi bilgilendirebilecek bir kitap
0,İlk kitabı okumuş olsaydım sevebilirdim Ancak tarz onlarca kitap okuduktan sonra sadece sadece sıkıldım Ve herşey tekrar geldi maalesef
0,Çeviri kitabı vezir edebiliyor rezil kitabın kötü çevrilmiş olduğunu düşünüyorum Okunmasını zor kılıyor
1,Hikayede bir konu işlenmiş Çocukların matematik becerilerinin yanı sıra özbakım sağlıklı beslenme doğa konular mevcut Serinin diğer kitaplarını almaya çalışacağım
0,Açıkçası kafası karışık olanlar okumasın zaten kitap karma karışık Bir kaç sayfa okuduktan sonra hoşuma gitti tamamını okumak sıktı Başladığım kitabı asla yarıda bırakmam yüzden kitapta bitti Bir tasarımcı olarak kitap kapağını beğendim
1,Dönem kitaplarını gerçek hayat hikayelerini sevdiğim aldım Çok beğendim okuyun
1,10 sene önce arkadaşımdan ödünç alıp okumuştum Hala beni gecenin 3ünde hüngür hüngür ağlatan kitap olarak zihnimin bir köşesinde kazılı
0,güzel otuzundan sonra ı guzeldı
0,yorumlarda genel anlamda beğenilmesinden dolayı aldığım aldığıma bin pişman olduğum bir kitap serisi
1,ülkemizde özellikle doksanlı yıllarda işlenen faili meçhul cinayetleri cinayetlerin öncesinde sonrasındaki kasıt ihmaller zincirini inceleyen bir kitap konuya ilgi duyanlara önerilir
1,Daha önce okumuştum kütüphanemde bulunması sonra tekrar okuyabilmek aldım
0,Boş zamanınızda hızlı ilerleyen eğlendiren yormayan bir kitap arıyorsanız ideal fakat hayatınıza iz bırakacak bir klasik istiyorsanız yanlış adrestesiniz
1,Diğer çalışmaların bir benzeri olmuş
1,öneri üzerine aldım beğendim
1,Başlangıçta karakterler betimlemeler gelse elimden bırakamadığım anlatımını beğendiğim kitap
1,Soruları güzel Zaten sık kullandığım bir yayın Gönül rahatlığıyla alabilirsiniz
0,Sürekli aynı şeyleri tekrar ederek yazılan bir kitap beğenmedim son bi kaç sayfasını okumak kitabı anlamaya yeterdi
1,Beni başlığıyla vurdu kitap İnsana ebeveynliğini sorgulatıp silkeleyip kendine getiren bir soru Ne renk duymak istiyorsan öyle ol
0,Beklentimin altında kalan bir kitap oldu Çok üstün körü bilgilerle geçiştirilmiş
1,Karantina günleri aldığım güzel bir kitap kadar benzer olaylar yaşıyoruz kesinlikle tavsiye ediyorum
1,Glüten gerçeği tanışmak gerekiyor Mutlaka okuyunuz
0,Beğenmedim çocuklara uygun değil bence Çünkü içinde öldürmek kelimesi bolca geçiyor
0,Yazarın okuduğum ilk kitabı Aşırı derecede küfür Argo cinsel obje var zaman kaybından başka bir değil
1,En sevdiğim Japon yazardan başka bir kitap Sırada bekliyor
1,1 sınıf çocuğum aldım okuma anlama becerisini arttırmak icin aldım eğlenceli sıkılmadan yapıyor
0,Tarih biliminin nesnelliğinden uzak bir kitap okuyucuya katkı sağlamadığı zaman kaybı bence Hürrem sultan dönemini anlatan bir dizi filminin kurgu sunu çürütme amacı güdülmüş Çok kişisel yargı var söz konusu dizi filmi kadar bilimsellikten uzak almadan önce iyi düşünün derim
1,Hikaye güzel resimler güzel sevdik
1,Severek okudum yazarın diğer kitabınıda aldım
0,anlatım dağınık hikaye güzel aynı şeyler dönüp duruyor
0,Konuya ilgi duymadığım sanırım okurken sıkıldım Ayrıca kitapta oldukça fazla yazım hatası var Bir an önce düzeltilmeli
0,Hikayesi beni sarmadı Beğenmedim
1,Bir çırpıda okudum etkisi baya uzun sürdü Tavsiye ediyorum okuyun
0,Biraz durgun bir kitap Çok severek okuduğumu söyleyemem
1,yalan söyleyim kitabı alırken Can Yılmaz ın Cem Yılmaz dan dolayı abartılmış bir yazarlığı olabileceği kuşkusu içindeydim yanıldığımı gördüğümde mutlu oldum akıcı merak uyandıran birbirinden güzel hikayeler teşekkürler
1,İtirafın acısı itiraf edene kadarki sürecin korkusunun ağır olduğunun ikilemini ortaya koyan mükemmel bir eser Kesinlikle okuyun
0,kitabı okurken yüzüm gülmedi iyi bir şeyler olsun bekledim gittikçe kötü bir hal aldı içini karartmak isteyen okusun
1,Gerçekten kaliteli bir kitaptı Sayesinde Yıldız Tekniği kazandığım soru banklarından biriydi
0,İçinde bir kadının yaşamından yirmi dört saat tanınmayan bir kadının mektubu bir çöküşün öyküsü korku var başka bir roman zannedip aldım insan açıklama kısmına yazar içindekileri
0,yanlış yazılan yanlış çevirilen kelimeler var tavsiye etmiyorum
0,Aşırı sıkıcı asla ilerlemeyen asla sürüklemeyen bir kitap Bir yere kadar aşırı sıkıcı olduktan sonra 2 sayfada kitabı toparlamaya çalışarak reytingi düşen bir dizinin seyirciyi ekrana bağlamaya çalışan bir dizi hissiyatı verdi bana
0,Kitabı bitirene kadar gerçekten bunaltılar yaşadım Bi sonraki sayfada patlatacak bişey mi kaçırdım derken kitapta vurucu bi kısım aramakla bitti kitap Herkesin okuma zevki kesinlikle farklıdır nedenle kitap iyi kötü diyemem ben sıkıldım
1,Mücahitlere yaşam tarzlarına yönelik yanlış bakış açılarını tashih edecek onları iyi tanıyanlar sıcak bir hasbihal hissettirecek tanımayanlara yeni ufuklar açacak bir kitap
0,ilk kısmında hikayeye başlamadan önce ayrıntılı bilgilendirme yapmış gerekli olmadığını düşünüyorum bence farklı yayınevinden temin edilebilir gene fena sayılmaz
1,Çocuk kitaplarında sürekli sanal hikayeler hayvanlar eşyalar üzerinden anlatılan kadar öykü var Çocukların gerçekten karşılaşacağı hayatlarının içinden olayları örnek alarak kavrayabilecekleri tip kitaplar fazla olmalı
1,Eco dünyaya özellikle edebiyata bir ilgiyle bakmamızı sağlıyor Tekrar tekrar döndüğüm bir kitap
0,Yazım anlatım açısından roman akıcı buda ilki kadar boş bir roman Hangi erkek barda ilk tanıştığı bir kıza öyle bir cümle kurar hangi kız bunu doğal karşılar Hayali Saramız dışında
0,eger yeni ergenseniz eglenceli olabilir çakma anne kitabina benzettim faydasiz bir kitap kitap yerine bi Hollywood genclik filmi izleyin cok eglenirsiniz
1,Sade sıkıcı olmayan bir dil
0,Amaç güzel tavuk suyuna çorba kitabını anımsattı bana
1,Cemaat kadrolarının orduya yerleştiği orduda vatansever subayların subay adaylarının ordudan uzaklaştırıldığını ibret içerisinde okuyacağınız bir kitap
1,Psikoloji ilgilenmeye başladığımda hocamın tavsiye ettiği ilk kitap Faydalı olacağına inanıyorum
1,12 15 yas grubuna hitap eden iyi bir seri
1,Edebi yoğunluğu olsa akıcı bir eser
1,Üniversiteye hazırlık çözülmesi gereken kitaplardan
0,çokta beğendiğimiz söylenemez
0,kitap bence güzeldi fakat kapak tasarımı alakasız
1,Çok gizemli eğlenceli bir çırpıda okunan bir kitap
1,Akıcı özlü bir eser ayet yorumları iyi
0,Kızım eğlenceli bir kitap olduğunu düşünse bence hikayede kopukluklar var Ayrıca kültürümüze uygun olmayan bölümler içeriyor kutsal su
1,Ortaokul çağında çocuklarımız gayet güzel bir kitap herkese tavsiye ederim
0,Popüler kültür zehirlenmesi yasayan yeni yetme yazarlar türedi Bu yazarlik kavramini sorgular hale getirdi Okudum kitabi bunu nasil basabilirler yahu Zulümdür günahtir
0,Başarısız bir kişisel gelişim kitabı
0,Satış mesleğinde çalışan çalışmak isteyen çalışanlar dünyada fazla satılan muhtemelen okunan satış kitaplarını inceledim Ulaştığım sonuçları yorumlarımı Kitapyurdu com paylaşıyorum Bu kitap ismi jargon olup içi bomboş kitaplardan birisi Reklamcılıkta devasa bir amerikan şirketinin can sıkıcı reklamları olarak bilinen formatını yeni bulmuş anlatılmış Kesinlikle önermem Bir deterjan reklamında verilen mesajları yazmanız kitabı okumaktan iyidir
0,kitap kadar bilgi içeriyorki bence alınsa olur alınmasa Sayfa sayısından anlaşılabilir Kitap zaten cep boy
0,Yüzeysel bir kitap sayfa sayısı gereksiz çoğaltılmış İsmi kadar vurucu değil
0,Kitap genel anlamda fena değil Fakaaat son 30 sayfada falan Fransız senaristlerin sonunu yazmayı unuttuğu aşk filmleri bitti Öneri Psikoanalist John Katzenbach Bir bunu deneyin
0,Kitabın ismiyle içeriğinin tamamen farklı olduğu bir kitap Kitabın adına bakarak Balkan Savaşları ilgili bir askerin yazmış olduğu bir günlük bekliyorsunuz ancak kesinlikle savaşa dair hiçbir yok Sadece Bulgar bir müze müdürünün savaştan sonra camilerden topladığı halıları el yazması kitapları yaptığı yolculukları yazdığı günlüğünden çevrilen bir kitap İsmine aldanılmaması gerekir
0,Ön yargılı tek bir noktadan bakış açısı Kimseye bir kazandırmayacak faydasız bir çalışma
1,Stres atmalık güzel bir kitap
0,Bu kitabı okumam bana bir katmadı lisedeki tarih dersinden özet bol resimli bir kitap
1,Hukuk felsefesi sosyolojisi çalışanlar muazzam bir kitap
1,Bu kitabı oluşturana kadar kaç tarif hazırlanıp yayınlanıp yorumlandı blogunda kesinlikle almaya değer
0,Kızlara kısıtlayıcı öneriler getiren bir kitap
0,kapitalizmi iyi anliyorum
0,Çok basit gereksiz bir kitap tavsiye etmiyorum zaten bildiğimiz şeyler ekstra öğrenmedim
1,Balkanlar yaşanan nice yürek burkan olayları anlatıyor kininiz kabaracak gözyaşlarınızı tutamayacaksınız
0,Aamir Khan ın hayatını anlattığını düşünenler yanılır Kitap resmen filmografi olmuş Beklentiyi aza indirgeyerek okumak lazım Gereksiz detaylara bilinmeyen isimlerden uzunca yorumlar var Belki Hintler Bollywood takipçileri bir anlam ifade ediyordur fakat Türkler oldukça sıkıcı
0,Kitabı beğenmedim İlk hikayede dede huzur evinde ben mana veremedim pek
0,Seriyi tamamlamak adına bitirdim kadar abartılanın olduğunu anlayamadım Bu seriden iyi 5 tane seri sayabilirim
1,Kitabın ismi bende merak uyandırdığım almıştım Okunası şiirler var içinde
0,Yazarın okuduğum ilk kitabı kitapta yazım hataları eksiklikler fazlasıyla var ilk başlarda kitap akıcı sonraki bölümde olacak diyorsunuz sonlara doğru olacağını tahmin ediyorsunuz kitap standard bir Hollywood filmi senaryosu sonu tahmin ettiğiniz
0,Kitabın bence tek güzel tarafı bir iki noktada Edward raaf ın isminin geçiyor olmasıydı Onun dışında okuduğum yavan Hoyt kitabı oldu Olay kurgusu zayıftı karakter tahlili yok denilebilecek kadar azdı
1,5 6 yaşla okuduk okuması keyifli hemde mesajı güzel bi kitap
1,Rilke şiirleri kaçırılmaması gereken ikili
1,Tüm kitap boyunca aynı baskılara maruz kalan kahramanımızın hazin sonu Toplumun kanlı ellerinin yüreklere bıraktığı elem Yaşar Kemal yine harikalar sunmuş bize
1,Osmanlı Kuruluş devrinin farklı bir bakış açısıyla ele alındığı muazzam bir eser
1,Sudan korkan çocuğunuz varsa mutlaka alın fiyat uygun
0,Yazarın önceki Karıncaların Günü kitabı iyiydi Yanlış zamanda okudum bilmiyorum kitabı diğeri kadar beğenmedim
0,son hikaye gerçekten güzeldi diğer iki hikayede anlatmak istemiş anlayamadım
1,HEDİYE İÇİN ALDIĞIM KALİTELİ VE GÜZEL Bİ ÜRÜN
1,Savaşın anlatıldığı kitaplara ilginiz varsa okumanızı tavsiye ederim Akıcı sürükleyici bir anlatım
1,ÖĞRETMEN YETİŞTİRİRKEN ALINABİLİR LAKİN ÇOK FUZULİ BİLGİ VAAR
1,ara ara sıkılsam sıkıcılık bile STEPHEN KİNG kalitesindeydi okumanızı tavsiye ediyorum
0,Pek beğenemedim maalesef
0,3 8 yaş aralığı demiş bence 5 6 yaş üzeri bir kitap bitiremedik uzun sıkıcı geldi
1,Söz konusu Stefan Zeweig olunca yoruma gerek yok alıp okunmalı
0,Rezalet Sürekli belli tem lere oturtulmuş karakterin sigara banyosu ndan öteye gidemediği öyküler dizesi En Kamil Erdem kadar berbat
0,Tahsin Yücel eserin anlaşılmaması elinden geleni yapmış murdar etmiş güzelim eseri umarım ilerde bir gün doğru dürüst bir Türkçe çevirisi olur istifade ederiz eserden
1,Yiğenime aldım Çok beğenmiş Kendisi ilk okul bire başladı
1,Çok kaliteli bir Türkçe soru bankası Her bir sorunun altın değeri var
1,Kur an ayetlerinden dualar seçilerek hazırlanmış muazzam bir cep kitabı
1,mutlaka Cortazar öyküleri okuyun
0,Yeterince sürüklenemedim Hayal kırıklığı
0,büyük umutlar saklandı kitabın arkasına bence istenileni veremedi
0,Çevirisi okuma güçlüğü yaşattı Cümle düşüklükleri kelime tekrarları okuduğumu anlamamı engelledi Birden fazla okumak gerekiyor
0,iyi bir romancı tarihi bilgisi eksik gelecek hakkında kesin konuşması irrite edici
0,Son günlerde okuduğum berbat bir kitaptı Yazarın okuduğum ilk kitabıydı son oldu Nasıl ödül almış hayret
0,Bu kitabi okumadim ancak arka kapak ic saylari ek tek cevirmeye deger gorunuyor
0,Biraz okudum bir anlamadım
1,Dede Korkut hikayeleri hakkında öğrenilmesi gereken hemen şeyi hikayeler birlikte sunan eşsiz bir yapıt
0,Neredeyse tamamında yazarın kendi reklamını yaptığı bir kitap Bilişsel bilimler alakası olmayan konularla yazarın uydurduğu kelimelerle okunması oldukça zorlaşan bir kitap
0,Alaninda uzman bir yazarın kitabı kaliteli bir ders kitabı Aydın Adnan Menders Üniversitesi Tarih bölümü öğretim üyesi prof Hüseyin Hocama saygılar sevgiler
1,Genclere tavsiye edilebilecek okutulmasi gereken kitaplardan
1,çocuklarım okurken mutlu oldular Türk çocuk edebiyatının kaliteli eserlerinden okullar tarafından tavsiye edilmesi güzel bir davranış
0,Tam olarak beklentimi karşılayan bir kitap değildi
0,kitap güzel başladı durağan devam etti okunabilir okunmasa bir kaybedilmez
1,Murathan Mungan okumayı sevenlerdenim Bu kitapta küçük küçük tanımlar kısa yazılardan oluşuyor Severek okudum zaman
1,Saki okuması zevkli bir yazar
0,Başlangıç uygun bir kaynak değil
1,güzel akıcı bir hikaye elimden düşürmeden bir nefeste okudum
0,Kara Kitabı okuduysanız senaryo size tat vermeyecektir Henüz okumadıysanız bir göz atmakta fayda var
1,yazarın okuduğum ilk kitabıydı kadar heyecanlı bir sonraki sayfaya geçmek sabırsızlanacaksınız kesinlikle takip edeceğim bir yazar
0,Paralel Devlet yapılanmasının ülkemizde kadar büyük bir güce ulaştığını güç zehirlenmesi ülkemizin başına kadar büyük bir bela haline geldiğini gösterir harika bir eser olmuş Bu yapılanmanın ülkemizin üstte bulunan yönetenlerinin gafletinden faydalandığını Cemaatin kendi hedeflerine ulaşmak yolu ahlaksızca pervasızca kullandığını gözünü kırpmadan insanları kurumları devletimizi zor duruma düşürmek yolu denediğini harika bir şekilde ortaya koymuş Kendisini tebrik ederim
1,Bana okumayı sevdiren kadın öyle kıymetli bir yazar
0,sığ bir kitap vakit kaybı kesinlikle
1,doğan Cüceloğlu nün güzel bir kitabı
1,Huseyin rahmi kitaplari eglenceli oluyor Mutlaka tavsiye ederim simdiye kadar okuyup begenmedigim bir kitabi olmadi Bu eserde ask ihanet gizem entrika komedi herseyi bulacaksiniz Sadan Bey in maceralari cok keyifli idi
0,Günümüz tarihinçi lerin büyük yanlışı tarihi ideolojik olarak yaklaşmak tarihi idolojilerine göre şekillendirmeye çalışmalarıdır Bu eserde bunun tipik örneklerini göreceksiniz Şeriatçıya idolojik yaklaşıp gerici diyen Latin alfabesine Türk Alfabesi diyen birisinin Tarihçi olması garip bir neyse
0,Çok eğlenceli değildi beklediğim kadar ancak okunabilir
0,Bu kitabın inde olymsuz örnek olabilecek cümleler var hayalarını bçakla kezerim senin birde dilenciği özendiriyor tavsşye etmiyorum
0,cadı perileri anlamadım çocuğuma bunu anlatabilirim düşündüm pek memnun kalmadım
1,sürüklendiğim mükemmel bir eser
