Puan,Yorum
1,güzel Yaşar Nuri Hocanın kitabı güzel onu tavsiye ederim
1,Dergide görmüştüm kitabın sonundaki hikayeyi ordan yola çıkarak ulaştım kitaba keyifli bir okumaydı Mustafa kutlu hikayelerinde aldığım tadı aldım ilk kitabı imiş yazarın yolu açık okuru bol olsun
0,Zweig zaman biyograf olarak kalacak benim Clarissa nın tamamlanmamış olması önemli değil başka yazılabilirdi Yeşilçam filmlerini hatırladım nedense
0,İlk bir Nazan bekiroglu kitabı beni hayal kırıklığına uğrattı Aşırı derecede edebi bir dili var romanda olay yok sadece durumlar anlatılmış Ve aynı durumlar defalarca cümlede tekrarlanıyor
0,4 anlaşma Bence gereği olmayan bir kitaptı islami kişisel gelişim içeren kitaplarla Allah ı bilerek umut dua ilerlenebileceğini anlatan kitaplar seçilmeli
0,Büyük umutlarla aldım kitabın içindeki hikayelerin mantığı doğru ancak büyük bir kısmı inandırıcı değil tavsiye etmiyorum
0,Sonunu getiremedigim beni sıkan bir kitaptı
1,İçinde kısa güzel hikayeler var beğendik ailecek
0,Okumasanız bir kaybetmeyeceğiniz gereksiz bir öykü kitabı Öyküler can çekişiyor
0,beğenmediğim çalışmalardan full özet
1,Farklı kaynaklardan okuduğum muhteşem kahramanın güzel bir hikayesi yazık tanıyoruz böylesi kahramanları Emek verip yazanlara teşekkür ederim
0,Yazarın üniversitede yazarlık kürsüsü olmasına rağmen yazdıklarının vasatın altında olması ilginç beğenmedim
0,beklediğim bir kitap değil küçük sayfada 2 soru var soru sayısı kalitesi orta seviye maalesef yıldızı hak ediyor
0,Görünüşe aldanmayın ösym tipi soruların yanından bile geçemez
0,Anlam bütünlüğü olmayan bilinen şeyleri kısa cümlelerle tekrar eden konu ilgili tavsiye edemeyeceğim bir kitap Böyle geniş bir konunun 92 sayfada anlatılacağını size bırakıyorum
1,limit yayınlarının soru bankaları oldukça kaliteli tavsiye ederim
1,İKİ DEFA OKUDUM YETMEDİ ARKADAŞLARIMA ALDIM HALA DA BİRİ NE OKUYAYIM DESE LEYLA DİYORUM
0,piyasada bundan iyi üstelik ucuz pek kitap mevcut ayrıca taraflı 100 üzerinden 30 bir sürü yanlış bilgi veriyor
1,Hani diyor fuat köprülü Türk edebiyatını bir kefeye koysak Dede Korkut Hikayelerini diğer kefeye koysak Dede Korkut Hikayeleri ağır basar işte mantıkla okunması okutturulması gereken bir eser Tüm öğrencilerime doğum günü hediyesi kitabı alırım memnun kalırlar Özellikle Öğretmen arkadaşların Öğrencilerine hediye alırken ilk tercihiniz kitap kitap seçerken Dede Korkut Hikayeleri olmalı düşünüyorum
1,Acı cıkolata cok guzeldı sahaneydı Yazarın kitabı onun kadar guzel
0,beğenmedim inançla alakası olmayan bir kişinin gereksiz yorumlarından ibaret verdiğim paraya acıdım
1,aldığınıza pişman olmayacaaksınız gerçekten katkı sağlayan bir kitap olmuş
1,Oldukça kaliteli canlı renklerin olduğu güzel bir kitap
1,Çocuklarınıza değerler eğitimi vermek güzel bir seri Tavsiye ederim
0,Kitap zihninizde Allah Peygamber bilincini farklı bir konuma oturtuyor okunmasını tavsiye etmiyorum Allah ı bir insan üzerinden anlatmak haksızlık itikadi açıdan sıkıntılıdır
1,kesinlikle alın eğlenceli bilgilendirici
1,Milli Mücadele demiryollarının rolünü öğrenmek istiyorsanız Behiç Erkin in anılarını okumalısınız Milli Mücadele nin zorluklarla kazanıldığını bilmediğimiz bir yönden güzel anlatıyor
0,Kitap hayal kırıklığına uğrattı evlilikle alakalı pek bir şeye yer verilmemiş genellikle farklı konulara eleştiri yapılmış
0,TAVSİYE ETMİYORUM HİÇ GÜZEL DEĞİL KİTABIN YARISINDA BIRAKTIM OKUMAYI BEKLENTİMİN COOOK ALTINDAYDI VAKİT KAYBI SADECE
1,Kitap baskı renklendirme olarak kaliteli oldukça uygun bir fiyatı var
0,İlk okuduğum bir yazardı Kitap özeti adı ilginç geldiği almıştım Tamamını bile bitiremedim Sıkıcı bir kitap zaman kaybı
1,Ne zamandır almayı düşünüyorduk Baskı kalitesi sunumu güzel Diyanet yine yakışanı yapmış
1,okuyanı duaya tefekküre şükre kurbiyete davet eden bir kitap
1,Haydar Ergülen le tanıştığım ilk kitap
1,harry potter hayranları mükemmel bir eser
0,Sadece popülizmi kötülemek maksadıyla yazılmış bir kitap Bilimsel bir eserde değerlendirilen görüş artıve eksileriyle ele alınmalıdır ancak kitapta bunu göremedim Popülizmi anlamak Mudde Kaltwasser in kitabı farklı kaynaklara yönelmenin doğru olacağını düşünüyorum
1,Ahmet Ümit in kadim eseri Kesinlikle tavsiye ederim
0,Hiç beğenmedik bulutlar üzerinde yaşayan bir prensin yağmur yağdırdığını bulutların muslukları olduğunu açınca yağmurun yağdığını anlatıyor Kötü bir masal Çizimleri güzel değil bir tutar tarafı yok
1,pek beğenimi kazanamadı
1,maturidi nin destekçileri tarafından bile vakıf olunmayan önemli bir kitap maturidi kelam ını anlamak okunmasını tavsiye ederim
0,Tamamen ütopik bir kitap Gerçeklerle bağdaşmayan bağdaşmayacak hayaller dünyası Tavsiye etmiyorum
1,bir hayvan sever olmayabilirsiniz yine onları anlamaya çalışmak lazım Bu kitabı okuduğunuzda hayvanlara ayrı bir hassasiyetle yaklaşacağınıza inanıyorum
0,Basite indirgenmiş bir kitap beğenmedim
0,farklı karakterlerin kelebek etkisi birbirlerinin hayatlarını etkiledikleri yok berbat ötesi okuması zorlayıcı anlatımı sıkıcı karışık tavsiye etmeyeceğim bir kitap
0,Nedense aradigimi bulamadigim benzer eserlerin gerisinde kaldığını dusundugum bir çalışma
0,Çocuklar uygun olmadığını düşünüyorum Kızım okuduktan sonra tek başına tuvalete gidemez oldu Küçük kardeşini kötü etkiliyor Kesinlikle tavsiye etmiyorum
0,İçerisinde bilgileri teyit etme gereği duymayan insanlar akıllarını başkalarının fikirlerine bağlarlar
0,İlki bunu beğenmedim Ne olacağını merak ettiğim almıştım Çok eğlendiğimi söyleyemem
0,Tamamlanmamış bir taslak çalışma muhtemelen ölümü sonrasında tamamlanmamış olmasına hatta eksik sayfaları olmasına bakılmaksızın yayımlanmış Sanki benim hissettiğim Kafka taslaktan hikayeden memnun kalmayıp tamamlamayacaktı
0,Beklediğim çıkmadı tefimde özel kutu gösteriyorlardı özel kutu gelmedi
0,Tamamen irkci soylemlerle dolu tarihe tek taraflı bir bakış açısı sergiliyor
1,Sıkılmadan okumacak bir kitap
0,sipariş edilebilir gözükmesine rağmen temin edilemeyen bir kitap
1,Aşık bir kadının duyguları ancak kadar güzel anlatılabilir Belki okurken bir insan kendine böyle davranır davranılmasına izin verir mi denilebilir böylesi yoğun duygularla oluyor demek diyorsunuz Anlatım duygu yoğunluğu kitabi bir çırpıda bitirmenizi sağlıyor
1,Vazgecilmez bir macera Hemen okunuyor
0,Kader anı isimli romanı beklenmedik bir an adıyla yayınlamışlar Aynı romanı ikinci almayın
0,Az önce bitirdim kitabı Hayatımda kadar saçma bir kitap okumadım
0,Yazarın okuduğum tek kitabı tövbe çeke çeke
1,yazdığı alanda adeta rüştünü ispatlamış yazar burada rüştünü ispatlamış bir şekilde karşımıza çıkıyor
1,Özellikle sosyal hizmet uzmanı olan arkadaşlara tavsiye ederim
0,Bizans tarihi başlığı attıktan sonra cüssede bir kitap komik olmuş açıkçası ben bilgi bakımından yeterli görmedim
1,kızım aldığım güzel bir kitap
1,hooponopono tekniği ilgimi çeken bir konu olmasıyla birlikte kitabı bir türlü ilerletemedim ince bir kitap olmasıyla beraber bir türlü bitiremedim
0,Okuduğum pişman olduğum bir kitap oldu Türkçesi kötüydü başlarda giremedim kitabın içine sonra usluba alıştım fakat konular kadar itici gerçekdışı insan okumak istemiyor Böyle bir kitap nobel aldı şaşkınım Ayrıca Karslı saydım orhan pamuğu affetmezdim kars şehrinu böyle distopik şekilde böyle kötü kurgaladığı Zaman kaybı kesinlikle okumayın ayrıca siyasi olarak gerçekdışı Türkiyeyle ilgisi yok
0,İlahiyat fakültemizde okutulan giriş kitabı Mehmed Bayraktar meraklıları okuyabilir
1,Sabahattin Ali nin kitapları zaman harika
1,Kaliteli bir ek kitap Tavsiye ederim
0,BEKLEDİĞİMİ BULAMADIĞIM BİR KİTAP BEN TADİLİ ERKANLA İLGİLİ ÖRNEKLER BEKLERKEN BAŞKA KONULAR VARDI BELKİDE BEKLENTİM FARKLIYDI
1,Cemil Meriç kocaman bir derya kitapta deryadan bi damla
1,klasik sevenlerin mutlaka kaçırmayacağı bir eser
0,Okurken sıkıldığım bana göre zaman kaybından öteye geçemeyen bir kitaptı
0,açıkcası beğendiğimi söyleyemem
1,Çok tavsiye edilen harika bir kitap
0,sıkıcıydı ilk serinin etkisinde kalıp almıştım hata etmişim
1,Dostoyevsk nin okuduğum 2 kitabı 1 günde biten akıcı bir eser Kumar düşkünü olan birisinin bakış açısıyla çevresinde gelişen olayları anlatıyor
0,Hızır a s niteliği itibariyle zaman insanlarda bir merak uyandırmıştır Ölümsüz olan darda kalanların imdadına yetişen kılık değiştiren bir ermiş Kitaba gelince Hızır kıyemetle ilgili çeşitli senaryolar yazılmış Çok tutarsız dayanıksız saçma sapan şeyler Kitap bittiğinde bir sonuca varamıyorsunuz yazık Bence zaman kaybı
0,Bir Özdemir Asaf hayranı olarak söylüyorum tamamen hayal kırıklığıydı Hik yelerin hikaye alakası yok sadece özlü sözler okunabilir değilse zaman kaybı
1,Her müslüman Türk gencinin okuması gereken bir eser
0,hesaplı güzel değil
1,Evde bulunacak güzel öyküye sahip hikaye kitaplarından Severek okuduk
1,Kitabın içeriğinde anlatılanlar kadar kötü kadar acıysa kitap bir kadar güzel
0,Kafa bulandirmak yazılmış bir kitap
0,Yorumlara bakarak kitabı aldım Ancak beklediğimden farklı bir içeriğe sahip İktisatla ilgili bilgi neredeyse yok Dünya Türk klasiklerini kendi açısından değerlendirmiş
1,hüseyin rahmi sevdiğim yazarlardsn beğeneceğime eminim
1,Elma Yayınevi nin kitabını gözüm kapalı alırım Hiç yanıltmadılar
0,Türkiye İran arasında işbirliği imkanları üzerine yazılmış ancak temelleri sağlam kurulmamış bir kitap İran Türkiye arasındaki gerginliklerin sayısı fazlayken sayıdaki ortaklık ilişkilerine vurgu yapılmıştır Bence yetersiz bir kitap
1,bugüne kadar dua ederken bir eksikti kitapla onu doldurdum okuyun okutun
0,Taha akyol ezikliği neymiş alın okuyun görün
0,yeni bitirdim yazılar diğer çoğu kitaplar küçük değil zaten sayfada kadar değil sayfa çoğaltmak birazda büyütükmüş sıkça gereksiz karikatürlerle sayfa dolmuş sohbet tarzında psikoloji hocamın tavsiyesiyle aldım umduğum bilgi yüklü kitap değildi kitabın içindeki bilgileri toplasan 10 sayfa eder
1,Bu kitap gerçekten bende bir farkındalık yarattı Okurken ben yapıyormuşum dedim kendi kendime Bunu vesileyle Dr Emre Dorman a teşekkürü bir borç bilirim Günlük yaşamımızda ürettiğimiz bahaneler yüce kitabımız Kuran ı Kerim deki ayetlerin karşılaştırmasıyla kendimizi kandırdığımızı iyi anladım Anlatım gerçekten sade kolay anlaşılırdı Çevremdeki herkese kitabı öneriyorum Hala okumadıysanız hayatınızda kendinize söylediğiniz bahanelerin sizleri götürdüğünü öğrenmek istiyorsanız kitabı mutlaka okumalısınız Artık kendimizi kandırmaktan vazgeçelim
0,Osmanlı Türk devleti mi diyen birinin kitabı gülsek mi ağlasak Herkes kitap yazıyor
0,Kitabın tanıtım yazısını okusanız yetiyor farklı bir içeriği yok
0,Ay takvimini baz alanların okuması gereken bir eser
0,Çevirisi kötü olmuş düz yazı okudum Hasan Ali Yücel klasiklerinden tek beğenmedim çeviri oldu şimdiye kadar Farsçası yazılmış fakat yetersiz alacaksanız almadan önce Farsça öğrenmenizi tavsiye ediyorum
1,Çok kaliteli bir çalışma olmuş Emeği geçenlerin ellerine sağlık Tercüme işiyle uğraşanlara YDS ye hazırlanacaklara bir şekilde yolu Farsça buluşmuş herkese mutlaka şeyler katacak olan bir kitap Bağlaçlar kapsamlı bir şekilde örnek babında cümle içinde kullanılarak okuyucunun zihninde kalıcı bir şekilde ele alınmış Eski modern dönem metinler örnek cümle olarak sunulmuş Bu tip yayınların devamının gelmesini temenni ediyorum Farsça alanında Türkiye malesef yeterince kapsamlı yetkin bir kaynak yok
0,Bir çocuğun dilinden anlatılan bi kitapta kadar argo olmamalıydı tanıtım yazısındaki heyecan verici değildi Bitirince neydi şimdi kalabilirsiniz
1,Kapak sayfaları kaliteli İçeriği bir kadar ilgi çekici eğlendirici Biraz Sara Şahinkanat kitaplarını andırıyor Çocuklar seviyor
0,küçük kızlarım aldım fakat kitabı pek beğenmediler serinin diğer kitapları güzel
0,Öykü şeklinde bir anlatıma sahip olduğunu sandığım aldığım okurken sıkıldığım bir kitap
0,edep dışı keşke almasaydım
1,güzel boyama kitabı içinde renkli resimleride var cocugum sevdi
0,96 sayfa olsa bir solukta okunacak bir kitap değil Uzun uzun düşüne düşüne okunmalı kitap
1,Türk tarihinin kan ateş kokan karanlık sayfalarına bir şekilde ışık tutulması zaruridir Ama yaşanılan acının boyutları bazen kadar geniş olur bunları izaha yeltenen kalem yazamaz hale gelir 16 17 yüzyıl Osmanlı Anadolusu benzer tespitler söz konusudur İsyanlar acılar soğuk soğuk resmi evraklara dökülürken devrin hafızası olan kaynakları bile bazen sessiz kalır Böylesine kaotik bir ortamda edebi unsurların duygulara tercüman olması bile pek beklenilen bir değildir Kaynak üretme konusunda benzer tespitler günümüz içinde geçerlidir Edebiyatçılarımız tarihçilerimiz mezkur dönemi yazı makalelerle beslemeye yanaşmazlar Ama Kutlu Altay Kocaova eksikliği ortadan kaldıracak kadar güzel bir eser kaleme almış artık Celali Dönemi Anadolusu nu bilmek isteyenlere önerebileceğimiz bir kaynak var Okuyup anlamak ders almak olmadığı kadar mühim Allah dirliğimizi birliğimizi bozmasın
1,okul öncesi uygun ilgi çekici maskeler kızımla oğlum beğendi
1,Maturidinin muhteşem kült eseri
1,Saramago kendisini keyifle okutturuyor
1,kahveniz eşliğinde okurken beğeneceğiniz bir kitap
0,Öyle övüldüğü kadar yok açıkçası Sıkılarak okudum
0,Kitabı bir öğrencim ulaşamadığı almamı istedi aldım Aldıktan sonra biraz inceledim Bilseydim almazdım dedim Kesinlikle tavsiye etmiyorum Ucuz zırvalarla dolu bir kişisel gelişim kitabı
1,Okul öncesi dönemde özellikle okula yeni başlayan miniklerle birlikte okunmalı
1,Eser güzel sayfa kalitesi iyi ancak kapağını iyi yapabilirlerdi
0,Çok sevemedim kitabı Sarmadı
0,Malesef beklentimi karşılamadı üstadı pek anlatamamış görünüyor sıkıcı gelip bıraktım kitabı vakit kaybı bence
0,Hıristiyanlığı hunharca eleştirip islamiyeti yere göğe sığdıramamış kuzu postu altında kurt var
1,Adı üzerinde kumarbaz birinin hayatını kendi bakış açısından gösteriyor Düşündürücü güzel
0,Kitap kişisel reklam ağırlıklı
0,thomas gordon un etkili ana baba eğitimi adlı kitabını tekrar kendi cümleleri bile değil özetlemiş yazar
0,Kuranı bilimsel içerimleri olan bir kitap olarak yorumlayan eserlerden
1,Bu kitabın tekrar basılması harika yıllar önce okumuştum mükemmeldi
1,Ulucanlar cezaevini gezince okumak izlemek can attığım bir kitaptı Bir çırpıda bitti etkileyici
1,Çok sevdik özellikle şarkı şeklinde okuyunca
1,Kesinlikle hikaye örgüsü güzel dili akıcı gayet güzel
0,Kitabın dili okurken yoruyor Ağır bir dili var Belki tarzım olmadığından zorla bitirdim
0,filmini izledim beğenmedim uzun sonu anlamsız bitiyor
0,umduğumu bulamadım yeterince faydalanmadım maalesef
0,Hayal kırıklığı olan bir kitap Yazılar birbirinden bağımsız bir bütünlük yok duyduğumuz şeyleri yaZar bir araya getirmek istemiş olmamış
1,Halk Edebiyatı konusunda zorluk yaşayan Edebiyat öğrencileri mutlaka başvurulması gereken bir kaynak Pertev hoca alanın gelmiş geçmiş iyisi
0,Okuma yazma bilen çocuklar ideal küçük yaş grubuna pek hitap etmiyor Görsel desteği
1,güzel bir kitaba benziyor Cocuklar aldım
0,Almanızı tavsiye etmiyorum menkıbelerin hiçbir kaynağı sahihliği hakkında bilgi yok çoğu doğruluğu konusunda şüphe uyandıran bilgiler içeriyor
0,Okuması son derece zor bir kitap anlatılanları anlayıp kitabın içine girmek zor
1,Pegem Yayınlarının zamanki kaLİTELİ ESERLERİNDEN
0,Çok sıradan anlatımı sürekli aynı kelimeler olaylar tekrarlanıyor beğenmedim
0,Halil hocanın tarih bilgisi ilgili söz söylemek haddime değil ancak kitabın isminin içeriğiyle ilgisi yok Oldukça akademik bir dille hazırlanmış makale bir araya getirilmiş Ben kitabın ismine kapağına aldanarak Atatürk inkılaplarıyla ilgili olduğunu sandım ancak sadece 14 sayfadan oluşan son makale inkılaplar hakkında
0,ben yazarın kitaplarını sevemedim aynı şeyleri sürekli tekrarlıyor
0,Bu tür şeylerin Tarihine meraklı olanların amasını tavsiye edebileceğim bir kitap Ben zevk almadım Tahminim Yazarın doktora tezinin kitap olarak basılmış hali
1,Gazali nin neşrettiği son esermiş Bir hayli etkileyici bir kurulum var Dikkatlice okunması pay çıkarılması gereken bir eser
0,kitabın başlığı açıklaması zaten boş bir kandırmaca olduğunu anlatıyor
1,Kampanyadan aldım fiyata böylesine bir eser okuyabilmek harika Teşekkürler kitapyurdu
0,romantik islamcılığın eserlerinden islam a ısındırmak hediye edilebilir
1,anlatımı öyle harikaydı bitirince tekrar okunmalı listesine ekledim eseri
1,adam smith bilmeyen ekonomiciyim demesin
1,Konuya ilgi duyan bilgi bombardımanı altında bunalmak istemeyenler iyi bir kitap
1,Kitabı okuduktan sonra gözümden yaşlar geldi desem yalan olmaz Bu kadar içten saf temiz dürüst tatlı bir Oblomov olamaz En duygusallıgıma gelen ihtiyar yardımcısıydı İhtiyar Kitabın sonunda Oblomov a bağlılığını kadar güzel anlattı içim cız etti okuyun okutun
0,Kitabı kampanya almıştım Yazarın görüşlerini doğru görüşlerini yanlış buluyorum Tavsiye etmiyorum
0,Sakın fiyata aldanip yayınevinden almayın İnanılmaz başım hataları var Neredeyse sayfada 3 4 kelime başım hatası var İnsanı okumaktan soğutuyor
1,Harika bir hikaye Resimleri baskısı kaliteli
0,Yorucu enerji tüketici bir kitab İşlediği konular yalın sevdirici bir üslupla başka kaynaklardan okunabilir Tavsiye etmiyorum
0,beklentimin altındaydı aşkı sadece cinsellik olarak anlatmış başka duygulara değinse hoş olabilirdi
0,beklentimi pek karşılamadı zaman kaybı
1,Kıymetli bir isimden önemli bir çalışma Ve keşke yüzde elli indirim kitapta olsa hepsini alsak
1,Renkleri vs güzel seçilmiş ancak açılır kısımları küçük ellerin yırtılmasına maruz kalabilir
0,4 yasındaki kızım içimin aldım pek sevmedi Hikaye pek akıcı değil
1,Kitap çerçeve hikaye tekniği yazılmış bir kitap Gayet akıcı konu klasik
0,Çocukların belli bir yaşa kadar okumaması gereken bir kitap Yetişkinler masal kitabı olmuş Büyüklerimiz küçükken bize okuttukların farkında değilmiş galiba Çocukken okuduğumuz masallar adı altında nelerin empoze edildiğini kitabı okuduğumda anladım
1,Daha bugün elime geçti bir çırpıda okudum Bu kadar akıcı olacağını bilmiyordum keşke önceden okusaymışım Bu özel baskı ciltli olması bir avantaj Bu fiyata kaçırmayın derim
0,lisans eğitimi hocanın tasfiyesi almış olduğum ancak yine lisans eğitimi oldukça ağır gelen bir kitapdır
0,Sanat tarihi anılar diyebilirsiniz Hiç iyi olmamış Anne Rice
1,bilgi enerji sevgi aksiyon politika savaş mağaracılık vardı kitapta Özellikle yazarın dokundurmalarını sevdim
0,Eğlence böyle şeylerden motive olanlar varsa faydalıdır
0,Okurken sıkıldım Gereksiz ayrıntılarla dolu tipik bir ders kitabı Tarih okuyan öğrencilere hitap ediyor
1,Winnicott un farklı konuşma yazılarından derlenmiş ilgi çekici tespitlerinin yer aldığı bir çalışma
0,Kısa kısa hikayelerden oluşan beklentimin altında bi kitap oldu
1,bir kaç gün etkisinden çıkamıyorsunuz mutlaka okuyun
1,üzülerek okuduğum muhteşem bir kitap hayatıma şükrettim
1,Hocamın kitapları bana zaman iyi gelmiştir Bu kitabını severek okudum
1,İnsanın içini ısıtan sımsıcak öyküler
1,Aklimdan gecen sorulara birebir cevap buldum Akıcı bir solukta okunabilir
0,Hiç beğenmedim adı cazipti beklentimi karşılamadı
0,Hicbir derinligi olmayan bir kitap Genclere hicbir sey veremez Zaman kaybi
0,Gerilim romanı yazarların biyografisi
1,Çocuklara klasik müzik sanaçı eserlerini tanıtmak güzel içinde cd olması ayarıca güzel
0,Hem Atatürk e nazım hikmet e haksızlık eden son derece taraflı açıklamalar var kitabı okumayacağım almasam iyiydi
0,Çocuklarımın çokta dikkatini çeken bir kitap olmadı
1,son zamanların tartışmalı konusu kapsamlı bir eser
0,sıktı bir kitabı bitirmek kendimi kadar zorlayacağımı ahmin etmezdim
1,Gerçekten güzel bir seri bi solukta okunuyor
0,wikileaks belgelerindeki cemaatle ilgili yazışmalar yazarlar tarafından derlenmiş işlerine gelen parçalar seçilmiş kendi kafalarına göre yorumlanmış yazarlar cezaevine girmelerine sebep olduklarını düşündükleri kişilerden yolla intikam almayı denemişler kitabın birinci bölümündeki iddiaların kitabın bütünlüğünden ayrıldığı karalama amacı taşıdığı görülüyor başlıktaki konularıyla dikkat çekerek reklamı yapılan 400 sayfayı aşan kitap bence zaman kaybından öteye geçmiyor
1,Özgün bir eser Çocuklara mutlaka okutulmalı
1,gelir gelmez hemen okumaya başladım beğendim hikayeler güzel
1,Teşkilat ı Mahsusa hakkında yazılmış iyi eserlerden meraklısı olanlar kesinlikle okumalı
0,Hocam yazılar iyi hoş yazılarına kaynak olarak gösterdiğin kimi gazete müsveddelerini keşke iyi eleyip seçebilseydin Bu hayal kırıklığına uğradım
0,Samimi gelmedi bana açıkçası Gün Zileli nin anıları hemen hemen aynı zamanda okumuştum orada samimi 68 kuşağını yaptıklarını sorgulayan bir bakış açısı vardı Burada bir aklama ancak kadar yapılabilirmişi kanıtlama çabası var geldi bana Anlatımda muhtemelen söyleşi olmasının vermiş olduğu bir dağınıklık söz konusu
0,Basit klasik kişisel gelişim kitabı Bu adam aynı şeyleri yazıyor
1,Çok başarılı güzel bir eser Şiirleri okumaktan anlamak gerekir
1,Aldığımızdan beri elimizden düşmüyor Ben okumaya bayılıyorum çocuklarım dinlemeye
0,Bu kadar sıkıcı itici konudan kopuk bir kitap okumadım yorumlara göre okunanlara göre aldığıma pişman oldum
1,kurana dair güzel bir kitap okutan hemde düşündüren bir eser olmuş
1,Arkadaşımın tavsiyesiyle aldım Çok hoşuma gitti Seriyi alıp okumanızı öneririm
0,Yorumlara bakarak almıştim beklediğim çıkmadı Bazı ifadeleri değiştirerek okumak zorunda kaldık sonunda komşuların ön yargılarını kıran maddi çıkarlar görünüyor Görselleri gayet güzel
1,sahabeleri iyi tanımak güzel bir seri
0,Anlatımını beğenmedik Sanki ben yapmadim deme davranışını üstü kapalı öğretiyor begenmedim
1,Çok güzel bir kitap herkese tavsiye ederim Haris El Muhasibi nin Farzet öldün Nefsini bilen Rabbini bilir kitaplarıda oldukça iyi onlarıda okuyun derim
0,kitapta doğru bilgiler verildiğine inanmıyorum Benim vakit kaybı oldu malesef
0,Çok iyi öyküler okumak varken zaman kaybı
1,kendinle yüzleşmenin sonucunda yaşadığın huzur harika bir kitap
0,Beklentimi karşılama ben pek beğenmedim
1,Mengüşoğlu nun antropoloji temelli felsefi yaklaşımını tanımak okuyun
0,güzel bir masal kitabı ilkokul 3 seviyesinde bir bilgi birikiminiz varsa yarar
0,osym sorularıyla alakası olmayan sorular var birbirini sürekli tekrar eden sorular özellikle dgs ales hazırlanan adaylar icin pek faydalı olacağını düşünmüyorum Rüştü hoca video iyi anlatıyor kitap olmamış hocam
0,Kitaba bir türlü bağlanamadım anlatmak isteniyor hangi sonuca varacak kestirmek mümkün değil başlarda iyi gibiydi sonrasında kitabın ikili diyaloglardan oluştuğunu fark ettim iyice sıkıcılaşmaya başladı benim sonuç kitabı bitiremedim
1,Kapak tasarımı hoş böyle bir çalışma yaptığınız teşekkürler
0,Şair şiirinde pek titiz davranmamış anlaşılan Şiirler savruk
0,Bildiğimiz çoğu uygulayamadigimiz konuları yazmış beklentimin altında kalan bir kitap oldu
1,Mitolojik kahramanlar hakkında bilgi edinebileceğimiz bir kitap Baskı kalitesi oldukça iyi
0,Yalana sevk edici yer vardı Beğenmedim
0,değerinin bir gün bilinmesi ümidiyle
1,Hayvanları öğrenmek alabilirsiniz çocuklarınıza
1,Harika bir kitap Etkileyici sürükleyici bir hikayesi var
0,İçerik olarak iyi bir kaynak olduğunu düşünmüştüm ancak temin edilememesi beni üzdü
0,Aşırı gereksiz detay 1 kitapta eeehh dedim artik okudugum onca kitap arasinda ilk yarida birakip atmak istedim seri olarakk aldigima pisman oldum kadar 2 3 kitabi okumadan sabirli bir zamaninda okumak uzere kitapligimin okunmamislar bolumunun altina koydum
1,henuz baslaamadım yorumları okuudktan sonra acele baslama karraı aldım
1,psikoloji öğrencileri psikoloji meraklıları okuması kolay eğlenceli anlaşılır bir kitap
1,Daha önce incelemiştim kütüphanemde bulunması gerektiğini düşünerek aldım Nadir bulunan bir eser olduğu almakta acele etmenizi öneririm
1,Savaşta kadın olmak gercekten cok üzücü zaman zaman okumakta gucluk cektıgım cumleler oldu Kadın olmak şart durumda zor cokguzel anlatılmıs
1,Psikoloji alanı önemli bir kaynak olarak işlev görmektedir
1,Cok guzel vede donem hakkinda bilgi veren bir eser
1,Ene Pir sonrada Sir siralamayla yazarin eserlerini okudum bana gore olmasi gereken sirada buydu muazzam bir kitapti cok etkilendim yuregime tesir etti SİR kalemine saglik ustadim
0,okul öncesi çocuklar uygun anlatımlı bir kitap olarak görmedim
1,KURAN ı anlamamızda bize yardımcı güzel bir eser
0,Kitap bir kadın gözünden anlatmış kullandığı dil hikaye havada kaliyor Konu güzel hikaye olarak boş
0,Çok yeterli bir kitap olduğunu düşünmüyorum Net bir seyler anlatmıyor bana göre Bu konuda Daha etkili Kitaplar vardır umuyorum
0,Arkadaşlar heyecan verici bir öykü bekliyordum Ne yazık Açıkçası bir genç kızın ev işlerini yapması evdeki arkadaşlarına anne şefkatiyle muamale etmesi anlatılıyor
0,ENVER PAŞA SÜREKLİ HAYAL İLE GERÇEK HAYAT ARASINDA GİDİP GELİYOR BİR TÜRLÜ İNSAN KENDİSİNİ VEREMİYOR KİTABA ZAMAN ZAMAN İYİ OLSA DA GENEL ANLAMDA VASAT BİR KİTAP UCUZ DİYE ALDIM
1,seri öğretir izletir he gezdirir hemde zengin bir hayal dünyası kurar size iyiki okudum
0,ilk yayınlanmasının üzerinden yaklaşık 10 yıl geçmiş bir kitap olduğunu bilerek almanızı tavsiye ederim çoğu tespitleri öngörüleri isabetsiz olduğu aşikar düşünün kitabın kayda değer bir bölümünde FETÖ güzellemesi yapılıyor Kemalist laiklere karşı hasmane bir tutuma sahip ılımlı islamdan başka bir söylemiyor vurgulamıyor kısacası bana göre okumaya değmez alın bir dünya klasiği okuyun faydalı olacaktır sizlere
0,Oldukça yavan bir sözlük
1,Klasik julia donaldson kitabı yine güzel
0,Aradigim beklentiyi vermeyen bir kitap oldu
1,Baştan sona merakla hikayeyi okutan bir kitap Bir kumarbazın hırslarının hezeyanlarının acizliğinin biraz işin içine aşkı katarak harmanlandığı bir hikaye olmus Kitabın ana karakteri kumarı oynarken kazanmak kaybetmekle cok ilgilenmiyor Sadece anın verdiği tutkuya aşık Hatta rulet masasına oturmak aşkını bile bahane edebiliyor Kitaptaki karakterler parasal sorunlarını çözmek kumarı bir araç amaç ediniyor Bu onun sonunu getiriyor
1,tez yazarken faydalanılabilecek oldukça yararlı bir kitap
